epoch,train_loss,gen_mse,sharpness,sharpness_2,proj_step,proj_cum,linear_regions,eig_1,eig_2,spec_1,spec_2,spec_3
1,0.43312379717826843,0.4036771357059479,44.63385772705078,35.82300567626953,0.0,0.0,68.0,1410.951416015625,1105.833740234375,4.513639450073242,1.115140438079834,0.5529208779335022
10,0.3777851462364197,0.4100545644760132,44.93769454956055,34.72474670410156,0.07795749604701996,0.07795749604701996,70.0,1404.7100830078125,1032.1136474609375,4.511596202850342,1.1156516075134277,0.5859265923500061
20,0.2496897429227829,0.2418137788772583,38.88142395019531,33.08550262451172,0.04920784384012222,0.029417073354125023,62.0,1228.6771240234375,994.0270385742188,4.499955177307129,1.1150165796279907,0.6136741042137146
30,0.22175376117229462,0.23410044610500336,45.03630828857422,39.03889465332031,0.03993939235806465,0.0765550285577774,70.0,1438.6444091796875,1165.746826171875,4.501366138458252,1.1191133260726929,0.7002133131027222
40,0.21984873712062836,0.19928178191184998,37.394874572753906,32.85889434814453,0.00042317353654652834,0.07165458798408508,66.0,1144.3880615234375,1034.9774169921875,4.486208915710449,1.1233216524124146,0.7057844400405884
50,0.15498320758342743,0.15609434247016907,41.190032958984375,37.63063430786133,0.007856574840843678,0.06724891811609268,65.0,1303.4185791015625,1156.7357177734375,4.4864678382873535,1.131784439086914,0.7713431119918823
60,0.23313617706298828,0.22527934610843658,40.64946746826172,35.25436019897461,0.03247976303100586,0.10874520242214203,68.0,1207.4503173828125,1116.1597900390625,4.478484630584717,1.1412513256072998,0.7872227430343628
70,0.13378405570983887,0.13162469863891602,38.577239990234375,35.480003356933594,0.04027022048830986,0.07248032093048096,62.0,1231.6058349609375,1090.1690673828125,4.472383499145508,1.1532719135284424,0.807672917842865
80,0.12980693578720093,0.13086435198783875,40.42296600341797,36.919857025146484,0.006511896848678589,0.08244594186544418,66.0,1269.814453125,1146.185546875,4.471590518951416,1.1623749732971191,0.8388866782188416
90,0.13920432329177856,0.1374490112066269,39.87425994873047,36.115943908691406,0.006742812693119049,0.09297638386487961,58.0,1240.9727783203125,1125.68701171875,4.467771053314209,1.1701991558074951,0.8502461910247803
100,0.11684515327215195,0.11489731818437576,38.82970428466797,35.74763488769531,0.01304910983890295,0.0812438353896141,59.0,1212.453125,1097.348876953125,4.464255332946777,1.1773862838745117,0.8607183694839478
110,0.10551785677671432,0.10474951565265656,38.98704528808594,36.03401184082031,0.0063295927830040455,0.07666908949613571,64.0,1236.8192138671875,1103.150634765625,4.462889194488525,1.182805061340332,0.875584602355957
120,0.10071776062250137,0.10026082396507263,39.07960510253906,36.11474609375,0.0021487681660801172,0.07606859505176544,60.0,1250.5657958984375,1106.67236328125,4.461879730224609,1.1864644289016724,0.8876742124557495
130,0.09689461439847946,0.0964624360203743,38.98031234741211,36.03228759765625,0.002081287559121847,0.07595141977071762,56.0,1256.142822265625,1102.426025390625,4.460853576660156,1.189018726348877,0.8970903158187866
140,0.09330593794584274,0.09277871996164322,38.9890022277832,35.99822998046875,0.0024733259342610836,0.0757293850183487,59.0,1262.605224609375,1094.298095703125,4.459836483001709,1.190886378288269,0.9051422476768494
150,0.09002605080604553,0.08949649333953857,39.138702392578125,35.96454620361328,0.0023752429988235235,0.07659579813480377,58.0,1270.129150390625,1082.53515625,4.458907604217529,1.1922649145126343,0.9126622080802917
160,0.08728229254484177,0.08682031184434891,39.408897399902344,35.8875617980957,0.0016998568316921592,0.07898478209972382,58.0,1285.7650146484375,1074.556396484375,4.458014011383057,1.1931830644607544,0.9199925661087036
170,0.08528817445039749,0.08484805375337601,39.500553131103516,35.58803939819336,0.0004563455004245043,0.08118224143981934,55.0,1283.2816162109375,1066.3045654296875,4.457075595855713,1.193767786026001,0.9270830154418945
180,0.08286790549755096,0.08250568062067032,39.614410400390625,35.17939758300781,4.3286825530231e-05,0.08307801932096481,57.0,1295.979248046875,1048.2735595703125,4.4560017585754395,1.194279432296753,0.9342505931854248
190,0.08172949403524399,0.08140280842781067,39.717071533203125,34.91778564453125,0.0010780758457258344,0.08778846263885498,56.0,1302.23876953125,1042.205078125,4.454733848571777,1.1946476697921753,0.9410473108291626
200,0.0809548944234848,0.0806194618344307,39.725765228271484,34.79975128173828,0.001488720765337348,0.09228283166885376,55.0,1298.2032470703125,1034.951904296875,4.453209400177002,1.1949422359466553,0.9471539258956909
210,0.08015955239534378,0.07978314906358719,39.639739990234375,34.585411071777344,0.001227502478286624,0.09678305685520172,55.0,1295.4437255859375,1027.585693359375,4.451436996459961,1.1952570676803589,0.9528085589408875
220,0.0789099857211113,0.07850942015647888,39.53483200073242,34.347412109375,0.0004481470678001642,0.0995732769370079,58.0,1292.9254150390625,1019.982666015625,4.449522018432617,1.1956450939178467,0.9583766460418701
230,0.07732339948415756,0.07692256569862366,39.47748947143555,34.09959411621094,2.6380643248558044e-05,0.10140706598758698,57.0,1292.7713623046875,1012.971923828125,4.447568416595459,1.196129560470581,0.9642419219017029
240,0.07574860751628876,0.07537107914686203,39.50147247314453,34.00656509399414,4.467950202524662e-05,0.10285482555627823,59.0,1291.1099853515625,1008.4326171875,4.445610046386719,1.196664571762085,0.970469057559967
250,0.07442247122526169,0.07409817725419998,39.723175048828125,33.873817443847656,0.00047941505908966064,0.10557812452316284,58.0,1292.721923828125,1003.828369140625,4.443600177764893,1.1973016262054443,0.9769508242607117
260,0.07356743514537811,0.07320375740528107,39.64956283569336,33.69934844970703,0.0009417781257070601,0.10860364139080048,57.0,1301.0924072265625,1000.4407348632812,4.441568851470947,1.1981909275054932,0.9834913015365601
270,0.07254207879304886,0.0721767246723175,39.429569244384766,33.59931945800781,0.0007412754348479211,0.11119496077299118,58.0,1299.6622314453125,997.4525756835938,4.439511299133301,1.1994885206222534,0.9901347756385803
