epoch,train_loss,gen_mse,sharpness,sharpness_2,proj_step,proj_cum,linear_regions,eig_1,eig_2,spec_1,spec_2,spec_3,spec_4
1,1.537363052368164,1.957911729812622,15.63357925415039,12.036103248596191,0.0,0.0,334.0,528.0493774414062,424.7147521972656,6.640256404876709,1.1307716369628906,1.135043740272522,0.5788971185684204
5,1.1593698263168335,3.1412196159362793,25.977943420410156,17.781829833984375,0.04923791438341141,0.04923791438341141,335.0,784.3517456054688,593.3742065429688,6.642704486846924,1.1307671070098877,1.1349434852600098,0.6091033816337585
10,1.0918552875518799,3.6436548233032227,31.517440795898438,22.44818687438965,6.0821883380413055e-05,0.046423234045505524,341.0,951.422119140625,742.665771484375,6.64456844329834,1.131029725074768,1.1344975233078003,0.642876148223877
15,1.025105595588684,4.189272403717041,40.097164154052734,29.639734268188477,0.0008691714610904455,0.040018003433942795,324.0,1215.62353515625,976.5333862304688,6.647789001464844,1.1314805746078491,1.1343191862106323,0.6923691630363464
20,0.9573820233345032,4.800456523895264,52.962223052978516,40.24772644042969,0.001203511725179851,0.030900126323103905,338.0,1615.3331298828125,1325.9176025390625,6.652275562286377,1.1321719884872437,1.1343332529067993,0.7531919479370117
25,0.8925697207450867,5.485213756561279,70.65336608886719,54.67577362060547,0.001103849383071065,0.02100047655403614,335.0,2167.14404296875,1806.4808349609375,6.6577935218811035,1.1331530809402466,1.134495496749878,0.8189936876296997
30,0.8379052877426147,6.179211616516113,91.87578582763672,71.69827270507812,0.002398769836872816,0.008369497023522854,330.0,2830.474853515625,2379.85888671875,6.66386079788208,1.1344563961029053,1.1347720623016357,0.8819072246551514
35,3.567403554916382,6.707196235656738,92.64222717285156,50.53227996826172,0.09987956285476685,0.36520707607269287,318.0,1809.117431640625,1213.5699462890625,6.629219055175781,1.1552339792251587,1.1319880485534668,0.7416590452194214
40,1.0988423824310303,3.4451162815093994,22.63312530517578,14.873435020446777,0.06297758966684341,0.05435534194111824,339.0,677.7471313476562,493.00048828125,6.617321491241455,1.148345947265625,1.140982747077942,0.6584137678146362
45,1.0367202758789062,3.8266639709472656,25.596515655517578,16.491487503051758,6.930762901902199e-05,0.06557060778141022,344.0,764.53125,545.0110473632812,6.617730617523193,1.150430679321289,1.140347957611084,0.6972149014472961
50,0.9726392030715942,4.255568981170654,29.50094985961914,19.267322540283203,0.000921148806810379,0.07242268323898315,355.0,882.9825439453125,637.1152954101562,6.619290351867676,1.1529937982559204,1.1396969556808472,0.7495262026786804
55,0.9072169661521912,4.753643035888672,34.715301513671875,24.092021942138672,0.0017691293032839894,0.07335010915994644,343.0,1044.3670654296875,798.952880859375,6.622190952301025,1.156053900718689,1.1391750574111938,0.8110049962997437
60,0.8473833203315735,5.308658123016357,41.42821502685547,31.661115646362305,0.002018955536186695,0.06799794733524323,336.0,1254.3221435546875,1052.8209228515625,6.626421928405762,1.1596988439559937,1.138991117477417,0.8748267889022827
65,0.8008436560630798,5.850689888000488,49.3286018371582,40.71943283081055,0.00158432696480304,0.05843990668654442,336.0,1502.5968017578125,1357.5009765625,6.631514072418213,1.1638448238372803,1.13918137550354,0.9330424666404724
70,0.769293487071991,6.296243190765381,57.633853912353516,48.736061096191406,0.0009759077802300453,0.04776232689619064,326.0,1762.8480224609375,1629.489501953125,6.636920928955078,1.1683294773101807,1.1396207809448242,0.9805182218551636
75,0.7489272952079773,6.606592655181885,65.56641387939453,54.13565444946289,0.0005715979496017098,0.03813660144805908,330.0,2009.1953125,1815.4345703125,6.6423726081848145,1.173242211341858,1.1448715925216675,1.0165122747421265
80,0.7349355816841125,6.833466053009033,72.93379974365234,56.88563537597656,0.0008459270466119051,0.03300192579627037,345.0,2235.285888671875,1910.954345703125,6.647878170013428,1.1791343688964844,1.1516138315200806,1.043218970298767
85,0.8537331819534302,4.17402982711792,65.43385314941406,57.835205078125,0.10858646035194397,0.3669153153896332,339.0,1924.962646484375,1503.1705322265625,6.644822120666504,1.1597120761871338,1.1663260459899902,1.0432442426681519
90,1.0498701333999634,4.62216329574585,33.06087112426758,9.911592483520508,0.018669849261641502,0.16570919752120972,387.0,1000.7651977539062,341.39599609375,6.635193824768066,1.156545877456665,1.1725088357925415,0.9418649077415466
95,0.7630409002304077,4.566125869750977,30.19402503967285,20.094823837280273,0.06236645206809044,0.04685276746749878,370.0,1010.5164184570312,609.77099609375,6.63867712020874,1.1748168468475342,1.1784108877182007,0.993762731552124
100,0.7305048108100891,5.007205963134766,33.68836975097656,24.56838035583496,0.00033445260487496853,0.037644773721694946,379.0,1128.3756103515625,747.9378662109375,6.643439292907715,1.1865791082382202,1.186627984046936,1.0357497930526733
105,0.7102767825126648,5.3153862953186035,35.18583679199219,29.10331916809082,0.00013779127039015293,0.034351248294115067,377.0,1179.1209716796875,888.2947387695312,6.64876127243042,1.1983429193496704,1.1961919069290161,1.0676705837249756
110,0.6964966058731079,5.525134086608887,35.59729766845703,33.325660705566406,1.3185024727135897e-05,0.03931143879890442,379.0,1192.656005859375,1019.2378540039062,6.654465675354004,1.210365653038025,1.2061463594436646,1.0924348831176758
115,0.6859908699989319,5.663472652435303,35.94529724121094,36.70762252807617,0.00018300581723451614,0.07907336950302124,390.0,1190.840087890625,1135.8135986328125,6.660460472106934,1.222846269607544,1.2163065671920776,1.112277865409851
120,0.6770826578140259,5.752660274505615,40.554908752441406,35.293678283691406,0.00038760120514780283,0.1297026425600052,386.0,1245.71826171875,1178.3465576171875,6.666696548461914,1.2358217239379883,1.2266777753829956,1.1288402080535889
125,0.6689296960830688,5.8100128173828125,43.833274841308594,34.97445297241211,0.00032984232529997826,0.11750703305006027,377.0,1343.5528564453125,1170.2889404296875,6.673140525817871,1.2492461204528809,1.2372844219207764,1.1433156728744507
130,0.6611290574073792,5.849333763122559,46.969757080078125,34.810829162597656,0.00029644323512911797,0.10693202167749405,374.0,1439.69140625,1164.32568359375,6.6797637939453125,1.2630455493927002,1.2481335401535034,1.1565603017807007
135,0.6534857749938965,5.8814215660095215,50.18217086791992,34.79541778564453,0.0002797342021949589,0.0964130163192749,381.0,1538.1259765625,1163.17138671875,6.686546802520752,1.2771426439285278,1.2592195272445679,1.1691714525222778
140,0.6458921432495117,5.915487766265869,53.59762954711914,34.98027801513672,0.0002455456997267902,0.08591394126415253,373.0,1642.716552734375,1168.640380859375,6.69347620010376,1.2914727926254272,1.27052640914917,1.1815606355667114
145,0.6382667422294617,5.94919490814209,57.28086471557617,35.41371154785156,0.000541413202881813,0.07457886636257172,373.0,1755.8094482421875,1182.3695068359375,6.700527667999268,1.3059505224227905,1.282060980796814,1.1939821243286133
150,0.630903959274292,6.238176345825195,61.989051818847656,36.19211959838867,0.007638853043317795,0.08625291287899017,378.0,1891.221435546875,1207.7603759765625,6.707992076873779,1.3213063478469849,1.2930550575256348,1.2071434259414673
155,0.9611882567405701,3.400465965270996,34.54422378540039,33.28609085083008,0.011154991574585438,0.0898921936750412,377.0,1182.0181884765625,551.6829833984375,6.701551914215088,1.3030277490615845,1.3156702518463135,1.178219199180603
160,0.6384104490280151,4.961812496185303,38.022193908691406,24.547191619873047,0.014984824694693089,0.051376715302467346,378.0,1268.8614501953125,751.5106201171875,6.714178085327148,1.328527569770813,1.313334345817566,1.2053337097167969
165,0.6207588315010071,5.189820766448975,40.1946907043457,30.960735321044922,0.0077013070695102215,0.03247762471437454,383.0,1336.382568359375,945.1192016601562,6.719964027404785,1.3390227556228638,1.3258379697799683,1.229820728302002
170,0.6096202731132507,5.622840881347656,41.64059066772461,37.077335357666016,0.007031370885670185,0.058134786784648895,370.0,1389.2152099609375,1131.12646484375,6.726988315582275,1.3509594202041626,1.3383885622024536,1.2499046325683594
