epoch,train_loss,gen_mse,sharpness,sharpness_2,proj_step,proj_cum,linear_regions,eig_1,eig_2,spec_1,spec_2,spec_3,spec_4
1,1.6103053092956543,1.4824025630950928,13.486198425292969,9.855520248413086,0.0,0.0,187.0,365.28851318359375,207.01898193359375,4.5141520500183105,1.115318775177002,1.1464027166366577,0.4842188060283661
5,1.4454079866409302,1.480074405670166,11.669659614562988,7.497910499572754,0.025027558207511902,0.025027558207511902,189.0,352.7439880371094,198.94915771484375,4.51425838470459,1.1153477430343628,1.1465790271759033,0.48415690660476685
10,1.336835503578186,1.5961129665374756,10.93051815032959,6.485525131225586,0.014186076819896698,0.03300022333860397,196.0,360.8460693359375,210.58444213867188,4.5155134201049805,1.1155173778533936,1.147016167640686,0.49517822265625
15,1.2762030363082886,1.7596615552902222,11.58380126953125,6.995503902435303,0.00409184955060482,0.02936142310500145,198.0,392.9782409667969,238.28274536132812,4.517065048217773,1.1159725189208984,1.1473305225372314,0.5100465416908264
20,1.2368226051330566,1.9434044361114502,12.976154327392578,8.339374542236328,0.0017277160659432411,0.027424147352576256,189.0,439.7544860839844,280.98931884765625,4.518569469451904,1.1164193153381348,1.1476130485534668,0.5249822735786438
25,1.2096365690231323,2.1200313568115234,14.417207717895508,9.808289527893066,0.001267341198399663,0.035138510167598724,189.0,482.3924255371094,321.0227355957031,4.519843578338623,1.1167843341827393,1.147887945175171,0.5385704636573792
30,1.1893692016601562,2.274609327316284,15.474676132202148,10.967546463012695,0.0015325318090617657,0.03966999053955078,196.0,512.3435668945312,349.2528076171875,4.520849704742432,1.1171132326126099,1.148120641708374,0.5505915880203247
35,1.1740717887878418,2.4025349617004395,16.874401092529297,12.134906768798828,0.001038505113683641,0.042865071445703506,201.0,551.680419921875,382.0819091796875,4.521669864654541,1.1174811124801636,1.148293137550354,0.5613240003585815
40,1.161302924156189,2.5065419673919678,17.935096740722656,13.0479736328125,0.00030962267192080617,0.03425627201795578,204.0,585.9905395507812,407.44525146484375,4.522329330444336,1.1178598403930664,1.1484390497207642,0.5711104273796082
45,1.1492772102355957,2.590768575668335,18.745521545410156,13.75871753692627,6.178952753543854e-05,0.03247830271720886,206.0,608.2249145507812,424.3697509765625,4.522846698760986,1.1182371377944946,1.148576021194458,0.5803548097610474
50,1.137298345565796,2.6598727703094482,19.693153381347656,14.487781524658203,8.962718129623681e-05,0.02554737962782383,197.0,639.13427734375,444.09063720703125,4.523276329040527,1.118635654449463,1.1487406492233276,0.5894563794136047
55,1.1247979402542114,2.722139596939087,21.874269485473633,15.493195533752441,0.0010758355492725968,0.0036059822887182236,204.0,725.1348876953125,470.1551818847656,4.5236639976501465,1.1189563274383545,1.1489384174346924,0.5986999869346619
60,1.1121439933776855,2.781074047088623,22.787784576416016,16.109956741333008,0.0006976511212997139,0.002011813223361969,196.0,751.0609130859375,496.078369140625,4.524057865142822,1.1195803880691528,1.1492030620574951,0.6083473563194275
65,1.0993821620941162,2.8352913856506348,23.810943603515625,16.736934661865234,2.9762741178274155e-05,0.006282034330070019,196.0,787.289306640625,515.0733032226562,4.52443265914917,1.1202160120010376,1.1495062112808228,0.618407130241394
