epoch,train_loss,gen_mse,sharpness,sharpness_2,proj_step,proj_cum,linear_regions,eig_1,eig_2,spec_1,spec_2,spec_3
1,0.7352759838104248,0.5503086447715759,13.691646575927734,8.886375427246094,0.0,0.0,136.0,427.7116394042969,254.27938842773438,4.511260032653809,1.1155786514282227,0.5418700575828552
10,0.13911911845207214,1.1836047172546387,16.751834869384766,10.32086181640625,0.03368229791522026,0.03368229791522026,130.0,527.5243530273438,317.5418701171875,4.518026351928711,1.1166912317276,0.6116887331008911
20,0.10555677860975266,1.0340890884399414,18.6447811126709,11.436901092529297,8.238386362791061e-05,0.040697742253541946,125.0,587.25439453125,351.077880859375,4.521484375,1.1167153120040894,0.6563114523887634
30,0.08023032546043396,0.9063310027122498,20.78896713256836,12.691207885742188,0.00025787297636270523,0.044809870421886444,126.0,654.2546997070312,389.5258483886719,4.525161266326904,1.1171000003814697,0.7067129611968994
40,0.0596783310174942,0.813715398311615,23.133710861206055,14.099263191223145,0.0002261623740196228,0.04671770706772804,125.0,728.5296020507812,432.6795349121094,4.528790473937988,1.117820382118225,0.7577947974205017
50,0.043844178318977356,0.7591066956520081,25.440568923950195,15.559961318969727,9.92962159216404e-05,0.047511860728263855,120.0,800.9661865234375,477.44122314453125,4.5319671630859375,1.1187745332717896,0.8051759004592896
60,0.03255113959312439,0.7356331944465637,27.546449661254883,16.93724822998047,6.619095802307129e-05,0.047463249415159225,126.0,867.1966552734375,519.7127685546875,4.534350872039795,1.1199135780334473,0.8461479544639587
70,0.025014134123921394,0.7334185838699341,29.313199996948242,18.144325256347656,4.8019224777817726e-05,0.04719369858503342,118.0,923.0018310546875,555.6802368164062,4.535768508911133,1.1213443279266357,0.8797160387039185
80,0.02010117843747139,0.7431454658508301,30.7492618560791,19.121416091918945,8.267117664217949e-06,0.04701497405767441,124.0,967.4609985351562,586.319580078125,4.5361738204956055,1.123260498046875,0.9061822891235352
90,0.016805535182356834,0.757922887802124,31.852855682373047,19.875402450561523,1.5114317648112774e-05,0.04669066146016121,122.0,1002.4451904296875,609.2254638671875,4.535728931427002,1.1256842613220215,0.9267122149467468
100,0.014426643960177898,0.7736642956733704,32.72356414794922,20.479080200195312,1.0138377547264099e-05,0.046529483050107956,124.0,1029.4833984375,628.0108032226562,4.534620761871338,1.1282695531845093,0.9427914023399353
110,0.012574139051139355,0.7884315252304077,33.429893493652344,20.934314727783203,3.291666507720947e-05,0.04610540717840195,125.0,1051.6534423828125,641.2330322265625,4.53310489654541,1.13070547580719,0.9557979702949524
120,0.011045183055102825,0.8020418882369995,34.03990173339844,21.318038940429688,2.7930655051022768e-05,0.04557687044143677,121.0,1070.1341552734375,653.8997802734375,4.531385898590088,1.1329467296600342,0.9668416380882263
130,0.00975145772099495,0.8147870302200317,34.6071891784668,21.64444923400879,4.868546966463327e-06,0.04522141069173813,121.0,1088.029296875,663.0765380859375,4.529625415802002,1.1350575685501099,0.9767028093338013
140,0.008674564771354198,0.8270584940910339,35.10356521606445,21.969219207763672,1.632695784792304e-06,0.044600553810596466,117.0,1103.71923828125,674.4327392578125,4.527888774871826,1.137085199356079,0.9857598543167114
150,0.007740343455225229,0.8389075398445129,35.56812286376953,22.26725196838379,2.069518086500466e-05,0.043846454471349716,121.0,1118.02685546875,681.7547607421875,4.526198387145996,1.1390247344970703,0.9942129254341125
160,0.006924144923686981,0.8506050705909729,35.99479293823242,22.521839141845703,2.276949817314744e-05,0.04339606314897537,119.0,1131.750732421875,684.0355224609375,4.524582386016846,1.1409093141555786,1.0022573471069336
170,0.006214990746229887,0.8625898361206055,36.40569305419922,22.80939483642578,1.1365380487404764e-05,0.04283943399786949,118.0,1145.73828125,691.3262939453125,4.523055076599121,1.1427829265594482,1.0099154710769653
180,0.0056042978540062904,0.8745716214179993,36.81472396850586,23.11369514465332,5.31021214555949e-06,0.0422663688659668,122.0,1157.3658447265625,700.4657592773438,4.521640300750732,1.1446311473846436,1.0172252655029297
190,0.005076122935861349,0.8864626288414001,37.21234893798828,23.368568420410156,1.0759191354736686e-05,0.04201071709394455,124.0,1169.5906982421875,708.2879638671875,4.520312309265137,1.1464470624923706,1.0242081880569458
200,0.004615767393261194,0.8982700705528259,37.571571350097656,23.634044647216797,2.1899351850152016e-05,0.04143690690398216,125.0,1181.3857421875,716.0543212890625,4.519044399261475,1.1482336521148682,1.0308727025985718
210,0.004213897045701742,0.9099239706993103,37.92900085449219,23.886016845703125,7.236856617964804e-06,0.04097491130232811,123.0,1192.09375,724.0408935546875,4.517838001251221,1.1499836444854736,1.037213683128357
220,0.0038619334809482098,0.9212570786476135,38.25934982299805,24.115127563476562,8.791103027760983e-06,0.04060442000627518,121.0,1202.48974609375,729.282470703125,4.51667594909668,1.1516804695129395,1.0432088375091553
230,0.003550875699147582,0.9322595000267029,38.57164001464844,24.351381301879883,2.3915781639516354e-05,0.04032192751765251,120.0,1212.643798828125,737.5489501953125,4.515542507171631,1.1533268690109253,1.048871636390686
240,0.00327361305244267,0.9428749680519104,38.85716247558594,24.566205978393555,1.1511758202686906e-05,0.0399831160902977,119.0,1220.5533447265625,744.0855712890625,4.514441967010498,1.1549197435379028,1.054246187210083
250,0.0030235634185373783,0.9532089233398438,39.14657974243164,24.76850128173828,2.3554894141852856e-06,0.039478667080402374,117.0,1230.941162109375,750.6825561523438,4.513372898101807,1.1564549207687378,1.0593677759170532
